Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
8825,Hyundai,HB20,2021,Prata,4.5,4.5,4.98,Super Alto,114083,43
8826,Renault,Sandero,2016,Azul,3.2,2.6,4.9,Normal,115980,32
8827,Fiat,Strada,2013,Cinza,3.6,4.4,4.7,Alto,221018,29
8828,Volkswagen,Saveiro,2018,Prata,4.0,4.0,4.76,Alto,141664,43
8829,Chevrolet,Onix,2014,Vermelho,4.3,4.2,4.74,Normal,141897,24
8830,Hyundai,HB20,2021,Prata,4.5,4.5,4.89,Super Alto,101971,28
8831,Fiat,Uno,2013,Branco,3.6,4.3,4.72,Super Alto,315793,46
8832,Volkswagen,Saveiro,2014,Prata,4.0,4.0,4.18,Normal,137074,10
8833,Ford,Ka,2021,Preto,2.8,3.8,4.94,Normal,51428,30
8834,Renault,Sandero,2014,Preto,3.2,2.6,4.86,Normal,143279,16
8835,Volkswagen,Gol,2018,Prata,4.0,4.4,4.81,Pouco Rodado,61922,6
8836,Fiat,Uno,2010,Cinza,3.6,4.3,4.23,Normal,183296,16
8837,Toyota,Corolla Cross,2022,Prata,5.0,4.7,4.93,Normal,46396,7
8838,Renault,Sandero,2011,Prata,3.2,2.6,3.67,Normal,169185,29
8839,Volkswagen,Gol,2011,Preto,4.0,4.4,4.91,Alto,253805,29
8840,Toyota,Hilux,2025,Branco,5.0,4.9,4.79,Normal,7572,5
8841,Hyundai,Creta,2025,Preto,4.5,3.6,4.68,Normal,7887,12
8842,Chevrolet,Onix,2022,Branco,4.3,4.2,4.82,Alto,70293,26
8843,Volkswagen,Polo,2024,Prata,4.0,2.8,4.73,Pouco Rodado,14312,12
8844,Volkswagen,Saveiro,2010,Branco,4.0,4.0,4.61,Normal,182488,14
8845,Ford,Ka,2011,Azul,2.8,3.8,3.71,Pouco Rodado,113552,28
8846,Fiat,Uno,2021,Branco,3.6,4.3,4.69,Normal,49966,16
8847,Chevrolet,Prisma/Joy Plus,2020,Branco,4.3,3.2,4.94,Alto,104996,34
8848,Hyundai,HB20,2023,Branco,4.5,4.5,4.98,Pouco Rodado,18717,5
8849,Jeep,Compass,2023,Cinza,2.5,2.3,4.95,Super Alto,63338,41
8850,Chevrolet,Onix,2025,Prata,4.3,4.2,4.75,Pouco Rodado,4546,5
8851,Fiat,Strada,2014,Cinza,3.6,4.4,3.28,Pouco Rodado,92167,21
8852,Chevrolet,Onix,2020,Vermelho,4.3,4.2,4.68,Normal,71632,16
8853,Jeep,Renegade,2024,Branco,2.5,2.4,4.76,Normal,13122,23
8854,Fiat,Toro,2019,Branco,3.6,2.9,4.99,Normal,73034,19
8855,Fiat,Argo,2022,Vermelho,3.6,3.4,4.89,Pouco Rodado,24572,14
8856,Hyundai,HB20,2025,Prata,4.5,4.5,4.7,Normal,10519,5
8857,Jeep,Renegade,2021,Vermelho,2.5,2.4,4.87,Normal,57673,31
8858,Ford,Ka,2012,Preto,2.8,3.8,4.57,Normal,157662,12
8859,Chevrolet,Onix,2021,Branco,4.3,4.2,4.57,Normal,51341,10
8860,Volkswagen,Fox,2020,Prata,4.0,4.1,4.14,Super Alto,144299,32
8861,Volkswagen,T-Cross,2020,Cinza,4.0,3.1,4.61,Normal,67321,15
8862,Toyota,Corolla,2022,Cinza,5.0,5.0,4.83,Alto,71158,15
8863,Volkswagen,Gol,2022,Branco,4.0,4.4,4.97,Pouco Rodado,25764,5
8864,Fiat,Toro,2018,Vermelho,3.6,2.9,4.7,Pouco Rodado,57780,26
8865,Hyundai,HB20,2013,Preto,4.5,4.5,4.55,Super Alto,318860,32
8866,Volkswagen,Polo,2024,Prata,4.0,2.8,4.93,Alto,19319,33
8867,Chevrolet,Onix,2021,Vermelho,4.3,4.2,4.98,Pouco Rodado,33234,12
8868,Fiat,Mobi,2022,Cinza,3.6,3.5,4.99,Pouco Rodado,29030,22
8869,Hyundai,HB20,2013,Verde,4.5,4.5,4.9,Normal,149530,26
8870,Fiat,Strada,2018,Prata,3.6,4.4,4.33,Normal,85843,16
8871,Chevrolet,Tracker,2014,Branco,4.3,3.0,4.93,Normal,136044,5
8872,Fiat,Toro,2018,Prata,3.6,2.9,4.9,Pouco Rodado,62772,11
8873,Chevrolet,Onix,2017,Preto,4.3,4.2,4.24,Normal,96027,15
8874,Volkswagen,Polo,2020,Branco,4.0,2.8,4.88,Normal,68118,16
8875,Volkswagen,Nivus,2023,Vermelho,4.0,3.0,4.97,Normal,34646,29
8876,Renault,Kwid,2020,Cinza,3.2,2.7,4.9,Normal,63909,21
8877,Jeep,Compass,2016,Prata,2.5,2.3,3.85,Normal,111149,26
8878,Ford,Fiesta,2019,Azul,2.8,2.0,4.86,Normal,77652,31
8879,Honda,Civic,2016,Vermelho,4.8,4.8,4.88,Alto,168567,29
8880,Chevrolet,Onix,2018,Branco,4.3,4.2,4.74,Normal,94876,20
8881,Volkswagen,Saveiro,2023,Verde,4.0,4.0,4.95,Alto,51124,24
8882,Honda,HR-V,2021,Verde,4.8,3.9,4.11,Alto,85195,30
8883,Volkswagen,Fox,2010,Cinza,4.0,4.1,4.16,Normal,187817,16
8884,Fiat,Argo,2019,Preto,3.6,3.4,4.43,Normal,83886,32
8885,Renault,Kwid,2025,Cinza,3.2,2.7,4.94,Normal,11799,9
8886,Renault,Sandero,2010,Branco,3.2,2.6,3.38,Pouco Rodado,127618,26
8887,Fiat,Toro,2018,Cinza,3.6,2.9,4.87,Normal,92187,25
8888,Hyundai,HB20,2018,Azul,4.5,4.5,4.69,Pouco Rodado,56547,6
8889,Hyundai,HB20,2020,Preto,4.5,4.5,4.91,Normal,71710,15
8890,Volkswagen,Fox,2017,Prata,4.0,4.1,4.11,Normal,106189,14
8891,Fiat,Strada,2021,Prata,3.6,4.4,4.11,Alto,77953,34
8892,Volkswagen,Gol,2017,Branco,4.0,4.4,4.79,Pouco Rodado,67772,8
8893,Renault,Kwid,2017,Cinza,3.2,2.7,4.64,Normal,101062,21
8894,Fiat,Strada,2021,Preto,3.6,4.4,4.99,Normal,54449,20
8895,Chevrolet,Onix,2016,Branco,4.3,4.2,4.69,Pouco Rodado,79454,10
8896,Chevrolet,Onix,2013,Prata,4.3,4.2,4.47,Alto,220488,37
8897,Honda,Civic,2017,Preto,4.8,4.8,4.73,Normal,98112,29
8898,Fiat,Uno,2018,Cinza,3.6,4.3,4.42,Normal,87656,7
8899,Volkswagen,Gol,2021,Preto,4.0,4.4,4.84,Alto,82682,24
8900,Renault,Kwid,2019,Preto,3.2,2.7,4.48,Pouco Rodado,50127,21
8901,Fiat,Uno,2017,Azul,3.6,4.3,4.98,Normal,105067,25
8902,Fiat,Mobi,2025,Vermelho,3.6,3.5,4.97,Pouco Rodado,751,15
8903,Volkswagen,Polo,2023,Prata,4.0,2.8,4.7,Alto,40302,34
8904,Volkswagen,Gol,2017,Cinza,4.0,4.4,4.53,Pouco Rodado,66022,8
8905,Chevrolet,Onix,2020,Preto,4.3,4.2,4.22,Normal,62246,17
8906,Hyundai,HB20,2017,Branco,4.5,4.5,4.33,Normal,97726,9
8907,Fiat,Uno,2017,Preto,3.6,4.3,4.7,Normal,106028,8
8908,Hyundai,HB20,2014,Preto,4.5,4.5,4.58,Normal,139661,13
8909,Toyota,Corolla,2015,Cinza,5.0,5.0,4.72,Alto,182721,30
8910,Volkswagen,Saveiro,2020,Prata,4.0,4.0,4.93,Pouco Rodado,44627,14
8911,Chevrolet,Onix,2015,Branco,4.3,4.2,3.42,Pouco Rodado,80324,15
8912,Jeep,Compass,2020,Preto,2.5,2.3,4.06,Pouco Rodado,40044,10
8913,Volkswagen,Fox,2010,Branco,4.0,4.1,4.73,Normal,182068,18
8914,Volkswagen,Polo,2024,Preto,4.0,2.8,4.94,Alto,20870,32
8915,Volkswagen,Saveiro,2013,Preto,4.0,4.0,4.74,Pouco Rodado,100954,10
8916,Chevrolet,Celta,2013,Vermelho,4.3,4.2,4.34,Normal,148659,21
8917,Toyota,Corolla,2022,Branco,5.0,5.0,4.7,Pouco Rodado,26277,17
8918,Volkswagen,Saveiro,2012,Verde,4.0,4.0,3.27,Pouco Rodado,104398,14
8919,Volkswagen,Saveiro,2022,Vermelho,4.0,4.0,4.57,Normal,38371,25
8920,Renault,Sandero,2012,Cinza,3.2,2.6,3.8,Normal,160177,27
8921,Renault,Sandero,2021,Marrom,3.2,2.6,4.75,Pouco Rodado,39131,13
8922,Fiat,Strada,2020,Branco,3.6,4.4,4.83,Normal,71628,11
8923,Jeep,Renegade,2023,Azul,2.5,2.4,4.6,Alto,46589,53
8924,Volkswagen,Saveiro,2022,Branco,4.0,4.0,4.75,Alto,63873,23
8925,Volkswagen,T-Cross,2023,Cinza,4.0,3.1,4.71,Super Alto,59319,33
8926,Volkswagen,Saveiro,2025,Preto,4.0,4.0,4.94,Normal,4903,12
8927,Ford,Ka,2013,Preto,2.8,3.8,4.89,Normal,146176,10
8928,Honda,Civic,2024,Prata,4.8,4.8,4.52,Pouco Rodado,9089,8
8929,Fiat,Strada,2024,Azul,3.6,4.4,4.93,Pouco Rodado,10537,16
8930,Jeep,Renegade,2018,Preto,2.5,2.4,4.69,Normal,94728,17
8931,Hyundai,HB20,2014,Branco,4.5,4.5,4.75,Super Alto,291373,24
8932,Fiat,Uno,2011,Branco,3.6,4.3,4.06,Super Alto,358146,36
8933,Ford,Fiesta,2014,Azul,2.8,2.0,4.84,Normal,135902,26
8934,Jeep,Compass,2016,Prata,2.5,2.3,4.6,Normal,112065,17
8935,Fiat,Argo,2021,Cinza,3.6,3.4,4.91,Pouco Rodado,39231,17
8936,Volkswagen,Nivus,2025,Preto,4.0,3.0,4.87,Pouco Rodado,5024,16
8937,Jeep,Renegade,2019,Branco,2.5,2.4,4.35,Alto,118130,35
8938,Hyundai,HB20,2023,Preto,4.5,4.5,4.76,Alto,51995,16
8939,Toyota,Corolla,2021,Prata,5.0,5.0,4.74,Normal,52888,11
8940,Chevrolet,Prisma/Joy Plus,2019,Verde,4.3,3.2,4.9,Alto,115941,32
8941,Ford,Ka,2014,Preto,2.8,3.8,4.56,Alto,206664,28
8942,Toyota,Corolla,2015,Branco,5.0,5.0,3.51,Normal,131836,19
8943,Jeep,Renegade,2020,Branco,2.5,2.4,4.92,Normal,63761,26
8944,Fiat,Argo,2020,Vermelho,3.6,3.4,4.97,Normal,61205,12
8945,Fiat,Strada,2021,Branco,3.6,4.4,5.0,Normal,49583,12
8946,Ford,Ka,2011,Vermelho,2.8,3.8,4.14,Super Alto,361845,54
8947,Ford,Ka,2015,Branco,2.8,3.8,4.68,Pouco Rodado,81962,9
8948,Hyundai,HB20,2020,Preto,4.5,4.5,4.64,Normal,60288,7
8949,Fiat,Mobi,2019,Branco,3.6,3.5,4.66,Normal,77982,26
8950,Volkswagen,Saveiro,2012,Branco,4.0,4.0,4.0,Normal,161069,21
8951,Volkswagen,Gol,2017,Prata,4.0,4.4,4.61,Normal,101929,27
8952,Chevrolet,Celta,2011,Azul,4.3,4.2,3.55,Normal,175097,25
8953,Honda,Civic,2022,Branco,4.8,4.8,4.81,Super Alto,82399,41
8954,Volkswagen,Gol,2017,Branco,4.0,4.4,4.09,Normal,107097,9
8955,Volkswagen,Saveiro,2019,Azul,4.0,4.0,4.61,Alto,120278,33
8956,Volkswagen,Gol,2012,Branco,4.0,4.4,3.36,Super Alto,328804,40
8957,Toyota,Corolla Cross,2021,Preto,5.0,4.7,4.98,Pouco Rodado,34642,5
8958,Renault,Kwid,2017,Branco,3.2,2.7,4.82,Pouco Rodado,69208,5
8959,Volkswagen,Saveiro,2015,Prata,4.0,4.0,3.99,Normal,131891,21
8960,Chevrolet,Tracker,2018,Vermelho,4.3,3.0,4.61,Alto,141404,39
8961,Chevrolet,Onix,2018,Preto,4.3,4.2,4.8,Super Alto,182482,32
8962,Fiat,Argo,2024,Prata,3.6,3.4,4.92,Alto,27980,34
8963,Honda,Civic,2016,Cinza,4.8,4.8,4.95,Normal,118142,9
8964,Chevrolet,Onix,2020,Cinza,4.3,4.2,4.95,Pouco Rodado,46016,24
8965,Hyundai,HB20,2021,Cinza,4.5,4.5,4.74,Pouco Rodado,34244,17
8966,Hyundai,HB20,2016,Vermelho,4.5,4.5,4.46,Normal,119352,26
8967,Volkswagen,Gol,2022,Prata,4.0,4.4,4.98,Alto,66777,18
8968,Ford,Ka,2015,Preto,2.8,3.8,4.88,Normal,131111,17
8969,Fiat,Uno,2021,Cinza,3.6,4.3,4.78,Normal,48597,12
8970,Honda,Civic,2017,Prata,4.8,4.8,4.27,Pouco Rodado,69658,5
8971,Volkswagen,Saveiro,2017,Preto,4.0,4.0,4.14,Super Alto,224299,35
8972,Hyundai,Creta,2020,Preto,4.5,3.6,4.84,Alto,96385,27
8973,Fiat,Strada,2010,Branco,3.6,4.4,4.82,Pouco Rodado,124992,12
8974,Chevrolet,Onix,2020,Verde,4.3,4.2,4.72,Normal,66525,25
8975,Renault,Duster,2025,Cinza,3.2,3.2,4.98,Super Alto,10088,43
8976,Ford,Ka,2012,Preto,2.8,3.8,4.62,Normal,161080,19
8977,Renault,Sandero,2015,Cinza,3.2,2.6,3.37,Alto,194739,34
8978,Chevrolet,Tracker,2015,Branco,4.3,3.0,4.81,Pouco Rodado,84121,15
8979,Fiat,Mobi,2022,Azul,3.6,3.5,4.57,Normal,46862,28
8980,Toyota,Corolla,2021,Prata,5.0,5.0,4.91,Normal,57860,5
8981,Toyota,Corolla Cross,2025,Preto,5.0,4.7,4.7,Normal,9068,11
8982,Chevrolet,Tracker,2021,Preto,4.3,3.0,4.97,Alto,76743,45
8983,Hyundai,HB20,2025,Prata,4.5,4.5,4.96,Normal,7979,11
8984,Chevrolet,Prisma/Joy Plus,2018,Preto,4.3,3.2,4.99,Normal,93804,15
8985,Hyundai,HB20,2025,Preto,4.5,4.5,4.99,Pouco Rodado,3155,5
8986,Chevrolet,Onix,2023,Branco,4.3,4.2,4.91,Pouco Rodado,16445,12
8987,Jeep,Renegade,2015,Branco,2.5,2.4,3.33,Normal,130384,23
8988,Chevrolet,Onix,2013,Prata,4.3,4.2,4.03,Pouco Rodado,100419,9
8989,Volkswagen,Polo,2024,Branco,4.0,2.8,4.93,Super Alto,26932,43
8990,Volkswagen,Gol,2013,Preto,4.0,4.4,4.92,Alto,218818,37
8991,Honda,Civic,2017,Branco,4.8,4.8,4.68,Pouco Rodado,69337,5
8992,Toyota,Hilux,2012,Preto,5.0,4.9,3.76,Alto,235860,33
8993,Chevrolet,Tracker,2024,Azul,4.3,3.0,4.86,Normal,14985,19
8994,Fiat,Strada,2022,Branco,3.6,4.4,4.73,Normal,47509,10
8995,Fiat,Strada,2022,Preto,3.6,4.4,4.79,Alto,71859,37
8996,Volkswagen,Gol,2018,Prata,4.0,4.4,4.97,Normal,88440,11
8997,Chevrolet,Onix,2017,Cinza,4.3,4.2,4.99,Normal,102945,11
8998,Jeep,Renegade,2024,Preto,2.5,2.4,4.94,Normal,20967,16
8999,Hyundai,HB20,2015,Branco,4.5,4.5,4.22,Normal,126605,16
9000,Fiat,Toro,2021,Cinza,3.6,2.9,4.71,Normal,53999,28
9001,Renault,Sandero,2019,Preto,3.2,2.6,4.75,Normal,82744,21
9002,Volkswagen,Gol,2014,Branco,4.0,4.4,3.55,Normal,140212,26
9003,Fiat,Toro,2017,Cinza,3.6,2.9,4.66,Normal,100547,21
9004,Toyota,Corolla,2023,Preto,5.0,5.0,4.9,Normal,34732,5
9005,Volkswagen,Gol,2018,Cinza,4.0,4.4,4.93,Alto,141568,22
9006,Fiat,Mobi,2024,Preto,3.6,3.5,4.99,Pouco Rodado,10678,17
9007,Ford,Fiesta,2015,Vermelho,2.8,2.0,4.11,Normal,124579,22
9008,Volkswagen,Gol,2020,Branco,4.0,4.4,4.94,Pouco Rodado,41307,20
9009,Chevrolet,Onix,2016,Cinza,4.3,4.2,4.42,Normal,117372,5
9010,Fiat,Argo,2022,Preto,3.6,3.4,4.74,Super Alto,98094,48
9011,Volkswagen,T-Cross,2023,Preto,4.0,3.1,4.8,Alto,46080,31
9012,Volkswagen,Saveiro,2017,Prata,4.0,4.0,4.01,Alto,160282,30
9013,Fiat,Uno,2013,Prata,3.6,4.3,3.64,Alto,232767,29
9014,Chevrolet,Onix,2014,Preto,4.3,4.2,3.83,Normal,136228,8
9015,Honda,HR-V,2017,Azul,4.8,3.9,4.84,Normal,99116,16
9016,Chevrolet,Prisma/Joy Plus,2018,Branco,4.3,3.2,4.85,Pouco Rodado,56458,11
9017,Honda,Civic,2013,Vermelho,4.8,4.8,4.81,Normal,155755,21
9018,Jeep,Compass,2021,Branco,2.5,2.3,4.78,Alto,75378,44
9019,Toyota,Corolla,2023,Azul,5.0,5.0,4.97,Pouco Rodado,16829,12
9020,Jeep,Compass,2018,Cinza,2.5,2.3,4.65,Normal,88759,20
9021,Toyota,Corolla,2022,Branco,5.0,5.0,4.99,Normal,43664,8
9022,Toyota,Hilux,2012,Preto,5.0,4.9,4.98,Pouco Rodado,105690,7
9023,Hyundai,Creta,2024,Branco,4.5,3.6,4.99,Pouco Rodado,15759,16
9024,Toyota,Corolla,2020,Branco,5.0,5.0,4.99,Alto,99189,25
9025,Fiat,Toro,2022,Cinza,3.6,2.9,4.88,Alto,58055,40
9026,Renault,Sandero,2020,Preto,3.2,2.6,4.84,Pouco Rodado,43964,19
9027,Volkswagen,Gol,2018,Branco,4.0,4.4,4.88,Normal,86398,9
9028,Hyundai,Creta,2017,Branco,4.5,3.6,4.76,Super Alto,209241,45
9029,Volkswagen,T-Cross,2024,Branco,4.0,3.1,4.9,Normal,21624,14
9030,Fiat,Strada,2024,Branco,3.6,4.4,4.74,Pouco Rodado,13993,19
9031,Fiat,Uno,2011,Preto,3.6,4.3,4.9,Super Alto,364007,37
9032,Chevrolet,Onix,2015,Branco,4.3,4.2,4.01,Pouco Rodado,85539,16
9033,Chevrolet,Prisma/Joy Plus,2016,Cinza,4.3,3.2,4.99,Pouco Rodado,76084,15
9034,Renault,Sandero,2015,Preto,3.2,2.6,4.04,Alto,189578,44
9035,Ford,Ka,2015,Azul,2.8,3.8,4.96,Normal,123392,27
9036,Fiat,Mobi,2025,Prata,3.6,3.5,4.97,Normal,3615,24
9037,Ford,Ka,2011,Preto,2.8,3.8,4.45,Normal,170317,11
9038,Fiat,Uno,2012,Verde,3.6,4.3,4.27,Pouco Rodado,106543,16
9039,Hyundai,HB20,2018,Prata,4.5,4.5,4.69,Normal,90072,16
9040,Fiat,Uno,2013,Branco,3.6,4.3,4.55,Normal,152098,9
9041,Chevrolet,Onix,2020,Prata,4.3,4.2,4.7,Pouco Rodado,41179,23
9042,Chevrolet,Onix,2016,Prata,4.3,4.2,4.24,Alto,164009,26
9043,Fiat,Strada,2017,Preto,3.6,4.4,4.95,Normal,101306,12
9044,Hyundai,HB20,2022,Branco,4.5,4.5,4.64,Alto,54545,42
9045,Volkswagen,Saveiro,2023,Cinza,4.0,4.0,4.92,Normal,31553,13
9046,Hyundai,HB20,2015,Prata,4.5,4.5,4.93,Normal,126840,20
9047,Fiat,Argo,2023,Branco,3.6,3.4,4.84,Alto,49992,33
9048,Hyundai,HB20,2014,Preto,4.5,4.5,4.56,Normal,137337,5
9049,Ford,Fiesta,2017,Azul,2.8,2.0,3.92,Normal,106956,27
9050,Chevrolet,Onix,2020,Prata,4.3,4.2,4.99,Alto,97246,31
9051,Chevrolet,Prisma/Joy Plus,2016,Branco,4.3,3.2,4.55,Super Alto,242028,38
9052,Honda,Civic,2016,Branco,4.8,4.8,4.61,Normal,112409,16
9053,Volkswagen,Saveiro,2025,Prata,4.0,4.0,4.58,Alto,9679,41
9054,Fiat,Uno,2014,Prata,3.6,4.3,3.98,Normal,143114,20
9055,Jeep,Compass,2016,Cinza,2.5,2.3,4.11,Normal,114606,21
9056,Fiat,Mobi,2025,Cinza,3.6,3.5,4.98,Alto,12710,36
9057,Chevrolet,Tracker,2016,Cinza,4.3,3.0,4.38,Normal,111074,18
9058,Ford,Fiesta,2014,Preto,2.8,2.0,4.98,Normal,138567,22
9059,Volkswagen,T-Cross,2022,Cinza,4.0,3.1,4.94,Alto,56433,27
9060,Ford,Ka,2017,Branco,2.8,3.8,4.49,Alto,155087,29
9061,Volkswagen,Nivus,2023,Prata,4.0,3.0,4.87,Super Alto,73569,42
9062,Chevrolet,Tracker,2017,Cinza,4.3,3.0,4.65,Normal,102022,20
9063,Fiat,Uno,2014,Prata,3.6,4.3,4.82,Pouco Rodado,93876,22
9064,Chevrolet,Tracker,2021,Prata,4.3,3.0,4.39,Alto,73117,37
9065,Fiat,Strada,2022,Marrom,3.6,4.4,4.77,Super Alto,93055,28
9066,Honda,Civic,2024,Vermelho,4.8,4.8,4.94,Super Alto,30254,44
9067,Toyota,Corolla,2025,Branco,5.0,5.0,4.94,Alto,17284,28
9068,Fiat,Mobi,2019,Preto,3.6,3.5,4.68,Pouco Rodado,48530,13
9069,Hyundai,HB20,2020,Cinza,4.5,4.5,4.87,Alto,93434,28
9070,Honda,Civic,2015,Vermelho,4.8,4.8,4.21,Pouco Rodado,80343,6
9071,Fiat,Strada,2016,Branco,3.6,4.4,4.86,Pouco Rodado,73217,12
9072,Ford,Ka,2017,Cinza,2.8,3.8,4.89,Super Alto,211186,50
9073,Fiat,Uno,2015,Branco,3.6,4.3,4.43,Pouco Rodado,84121,5
9074,Volkswagen,Gol,2010,Preto,4.0,4.4,4.6,Super Alto,381613,33
9075,Ford,Fiesta,2013,Branco,2.8,2.0,4.41,Alto,217584,45
9076,Volkswagen,Fox,2021,Preto,4.0,4.1,4.97,Super Alto,111901,26
9077,Renault,Sandero,2019,Branco,3.2,2.6,4.89,Pouco Rodado,53492,10
9078,Toyota,Corolla,2017,Cinza,5.0,5.0,4.2,Normal,101846,24
9079,Jeep,Compass,2021,Prata,2.5,2.3,4.82,Super Alto,102212,42
9080,Hyundai,HB20,2020,Cinza,4.5,4.5,4.85,Alto,102824,33
9081,Volkswagen,Nivus,2023,Branco,4.0,3.0,4.87,Pouco Rodado,21677,9
9082,Renault,Sandero,2019,Prata,3.2,2.6,4.6,Normal,74582,12
9083,Hyundai,HB20,2017,Vermelho,4.5,4.5,4.73,Super Alto,201379,43
9084,Renault,Sandero,2017,Preto,3.2,2.6,4.33,Normal,106351,27
9085,Honda,HR-V,2016,Azul,4.8,3.9,4.12,Normal,108370,28
9086,Chevrolet,Onix,2025,Azul,4.3,4.2,4.95,Pouco Rodado,5332,22
9087,Honda,Civic,2021,Branco,4.8,4.8,4.42,Pouco Rodado,39157,8
9088,Hyundai,HB20,2013,Prata,4.5,4.5,4.17,Alto,227858,30
9089,Fiat,Uno,2019,Cinza,3.6,4.3,4.92,Normal,78780,6
9090,Chevrolet,Onix,2013,Prata,4.3,4.2,4.97,Pouco Rodado,102468,13
9091,Renault,Sandero,2017,Preto,3.2,2.6,4.59,Pouco Rodado,71823,17
9092,Jeep,Compass,2022,Prata,2.5,2.3,4.8,Alto,69381,41
9093,Volkswagen,Nivus,2022,Prata,4.0,3.0,4.55,Normal,41725,20
9094,Hyundai,HB20,2024,Preto,4.5,4.5,4.77,Normal,14860,18
9095,Ford,Ka,2018,Preto,2.8,3.8,4.77,Alto,133613,31
9096,Hyundai,HB20,2019,Vermelho,4.5,4.5,4.46,Normal,78947,7
9097,Fiat,Mobi,2017,Cinza,3.6,3.5,4.04,Normal,104628,23
9098,Ford,Fiesta,2011,Prata,2.8,2.0,4.04,Super Alto,370441,49
9099,Chevrolet,Onix,2018,Prata,4.3,4.2,4.8,Normal,89413,14
9100,Volkswagen,Fox,2017,Branco,4.0,4.1,3.9,Normal,96640,17
9101,Volkswagen,Fox,2013,Azul,4.0,4.1,3.8,Pouco Rodado,102720,17
9102,Toyota,Hilux,2012,Prata,5.0,4.9,4.73,Super Alto,326030,32
9103,Honda,HR-V,2025,Prata,4.8,3.9,4.72,Normal,4567,5
9104,Volkswagen,Fox,2017,Branco,4.0,4.1,4.98,Pouco Rodado,69778,17
9105,Hyundai,HB20,2018,Prata,4.5,4.5,4.96,Alto,141373,25
9106,Fiat,Strada,2024,Cinza,3.6,4.4,4.67,Pouco Rodado,13523,6
9107,Chevrolet,Onix,2017,Azul,4.3,4.2,4.59,Normal,96519,10
9108,Honda,HR-V,2024,Preto,4.8,3.9,4.39,Alto,24330,31
9109,Chevrolet,Onix,2020,Cinza,4.3,4.2,4.85,Normal,67566,7
9110,Chevrolet,Onix,2023,Verde,4.3,4.2,4.81,Normal,32352,17
9111,Chevrolet,Onix,2022,Azul,4.3,4.2,4.83,Pouco Rodado,24967,31
9112,Hyundai,HB20,2021,Vermelho,4.5,4.5,4.93,Alto,80349,43
9113,Hyundai,Creta,2019,Azul,4.5,3.6,4.92,Alto,109673,47
9114,Volkswagen,Gol,2022,Preto,4.0,4.4,4.49,Normal,45108,29
9115,Volkswagen,Saveiro,2020,Cinza,4.0,4.0,4.9,Normal,66186,23
9116,Ford,Ka,2021,Branco,2.8,3.8,4.86,Pouco Rodado,38649,10
9117,Volkswagen,Saveiro,2020,Branco,4.0,4.0,4.59,Alto,100503,34
9118,Fiat,Mobi,2023,Branco,3.6,3.5,4.82,Pouco Rodado,23658,6
9119,Volkswagen,Nivus,2022,Azul,4.0,3.0,4.83,Normal,44367,25
9120,Volkswagen,Polo,2019,Branco,4.0,2.8,4.99,Normal,80441,25
9121,Fiat,Strada,2021,Prata,3.6,4.4,4.99,Normal,58768,5
9122,Toyota,Corolla,2025,Vermelho,5.0,5.0,4.82,Normal,809,14
9123,Renault,Sandero,2017,Cinza,3.2,2.6,4.59,Super Alto,223766,50
9124,Volkswagen,Saveiro,2015,Prata,4.0,4.0,3.41,Super Alto,253587,43
9125,Fiat,Strada,2023,Prata,3.6,4.4,4.6,Super Alto,66338,39
9126,Ford,Fiesta,2014,Marrom,2.8,2.0,4.49,Alto,211682,52
9127,Volkswagen,Polo,2024,Branco,4.0,2.8,4.89,Alto,18433,29
9128,Fiat,Toro,2018,Branco,3.6,2.9,4.95,Normal,85656,21
9129,Hyundai,Creta,2017,Verde,4.5,3.6,4.72,Normal,106508,11
9130,Renault,Duster,2025,Azul,3.2,3.2,4.71,Alto,4242,39
9131,Honda,HR-V,2017,Branco,4.8,3.9,4.58,Alto,147893,33
9132,Fiat,Uno,2019,Branco,3.6,4.3,4.49,Normal,82429,5
9133,Chevrolet,Onix,2018,Verde,4.3,4.2,4.18,Normal,95872,27
9134,Chevrolet,Onix,2024,Prata,4.3,4.2,4.94,Pouco Rodado,8859,13
9135,Chevrolet,Onix,2015,Branco,4.3,4.2,3.58,Super Alto,261170,39
9136,Hyundai,Creta,2019,Prata,4.5,3.6,4.87,Alto,119297,32
9137,Chevrolet,Onix,2013,Preto,4.3,4.2,3.97,Pouco Rodado,98114,13
9138,Hyundai,HB20,2024,Verde,4.5,4.5,4.91,Pouco Rodado,10884,10
9139,Hyundai,HB20,2024,Prata,4.5,4.5,4.82,Alto,30614,41
9140,Volkswagen,Gol,2012,Preto,4.0,4.4,3.98,Normal,164777,11
9141,Chevrolet,Onix,2016,Preto,4.3,4.2,4.77,Pouco Rodado,74832,6
9142,Toyota,Hilux,2022,Prata,5.0,4.9,4.96,Pouco Rodado,27830,5
9143,Volkswagen,Gol,2015,Cinza,4.0,4.4,4.17,Alto,192417,33
9144,Ford,Fiesta,2010,Branco,2.8,2.0,4.52,Alto,279890,30
9145,Hyundai,HB20,2016,Branco,4.5,4.5,4.71,Normal,114083,17
9146,Volkswagen,Saveiro,2019,Cinza,4.0,4.0,4.88,Pouco Rodado,48670,5
9147,Ford,Fiesta,2012,Branco,2.8,2.0,4.19,Pouco Rodado,108655,19
